weather_condition,phase_of_flight,aircraft_damage,number_of_engines,fatal_injuries,serious_injuries,minor_injuries,uninjured,emergency_type,severity_score,risk_level,atc_action,response_time_minutes
Fog,Landing,None,2,0,2,3,172,Near Collision,93.5,Critical,Priority Landing,24.4
VMC,Takeoff,Substantial,2,0,1,0,33,Near Collision,96.0,Critical,Priority Landing,23.7
VMC,Climb,Substantial,2,0,0,3,112,Near Collision,90.5,Critical,Priority Landing,22.5
VMC,Climb,Minor,3,1,1,0,83,Engine Failure,72.5,High,Holding Pattern,19.5
VMC,Landing,Minor,2,1,0,0,147,Medical Emergency,61.0,High,Runway Change,14.1
Fog,Taxi,None,2,1,1,0,232,Cabin Pressure Failure,75.0,High,Emergency Descent,17.6
Storm,Taxi,None,3,0,0,3,130,Landing Gear Issue,55.0,High,Runway Change,19.6
Windy,Approach,None,3,0,0,3,154,Medical Emergency,51.0,Medium,Continue Monitoring,10.8
VMC,Cruise,None,2,2,1,1,112,Fuel Low,61.5,High,Holding Pattern,16.9
Fog,Cruise,Destroyed,2,0,0,0,98,Runway Incursion,92.0,Critical,Priority Landing,26.1
VMC,Takeoff,None,2,0,1,2,176,Bird Strike,52.0,Medium,Continue Monitoring,14.8
Windy,Cruise,Minor,2,0,0,3,77,Landing Gear Issue,59.5,High,Holding Pattern,17.6
IMC,Approach,None,1,1,1,0,222,Fuel Low,72.5,High,Runway Change,21.1
VMC,Climb,None,2,0,0,2,46,Engine Failure,52.0,Medium,Continue Monitoring,13.0
VMC,Landing,None,2,1,0,0,71,Fuel Low,59.0,High,Runway Change,14.4
VMC,Landing,None,1,0,0,0,192,Landing Gear Issue,43.5,Medium,Continue Monitoring,8.9
VMC,Climb,Minor,2,0,1,0,39,Medical Emergency,48.0,Medium,Continue Monitoring,16.3
Windy,Taxi,Destroyed,2,0,0,2,114,Engine Failure,100.0,Critical,Priority Landing,22.7
Fog,Takeoff,None,2,0,0,2,106,Fuel Low,68.0,High,Runway Change,20.2
Storm,Taxi,Destroyed,1,0,0,0,235,Near Collision,100.0,Critical,Priority Landing,30.1
VMC,Landing,Minor,1,0,1,2,56,Engine Failure,77.5,High,Runway Change,19.0
IMC,Climb,Minor,2,0,1,0,124,Landing Gear Issue,63.0,High,Holding Pattern,23.5
VMC,Approach,None,3,0,2,1,125,Runway Incursion,45.0,Medium,Continue Monitoring,12.4
IMC,Climb,None,4,0,0,2,208,Runway Incursion,47.0,Medium,Continue Monitoring,19.1
VMC,Landing,Substantial,2,0,1,2,144,Runway Incursion,79.0,High,Runway Change,20.2
VMC,Takeoff,Minor,2,0,0,0,49,Bird Strike,57.0,High,Runway Change,16.5
IMC,Climb,None,2,0,2,2,220,Runway Incursion,58.0,High,Holding Pattern,18.8
VMC,Climb,Substantial,4,0,1,2,54,Bird Strike,73.0,High,Holding Pattern,22.2
IMC,Climb,None,1,0,1,0,179,Bird Strike,57.5,High,Holding Pattern,22.4
Rain,Climb,Substantial,2,0,1,0,82,Engine Failure,96.0,Critical,Priority Landing,26.2
VMC,Approach,None,2,0,0,2,48,Bird Strike,45.0,Medium,Continue Monitoring,13.0
Windy,Approach,Substantial,2,0,1,0,63,Bird Strike,89.0,Critical,Priority Landing,17.5
IMC,Approach,None,1,0,0,2,237,Landing Gear Issue,54.5,Medium,Continue Monitoring,15.5
Fog,Climb,None,1,0,0,1,244,Engine Failure,69.0,High,Holding Pattern,27.1
Rain,Climb,Minor,2,0,0,0,158,Near Collision,81.0,Critical,Priority Landing,22.1
Rain,Taxi,None,2,0,0,0,205,Engine Failure,55.0,High,Runway Change,11.1
Rain,Climb,Substantial,2,0,1,2,227,Landing Gear Issue,84.0,Critical,Priority Landing,22.8
Windy,Takeoff,Minor,2,1,1,5,100,Cabin Pressure Failure,100.0,Critical,Priority Landing,21.3
Rain,Cruise,None,4,0,2,0,194,Cabin Pressure Failure,66.0,High,Emergency Descent,15.2
VMC,Takeoff,None,2,0,0,1,139,Engine Failure,56.5,High,Runway Change,9.6
VMC,Cruise,Substantial,4,0,1,1,59,Runway Incursion,62.5,High,Holding Pattern,15.0
Rain,Taxi,Minor,1,0,0,2,142,Medical Emergency,54.5,Medium,Continue Monitoring,14.4
VMC,Climb,Substantial,3,1,0,2,30,Bird Strike,79.5,High,Holding Pattern,21.2
VMC,Landing,None,4,0,0,2,159,Near Collision,64.0,High,Go Around,15.0
VMC,Cruise,Substantial,3,1,3,1,79,Landing Gear Issue,81.0,Critical,Priority Landing,22.1
IMC,Cruise,Minor,3,0,1,0,43,Engine Failure,72.5,High,Holding Pattern,25.3
VMC,Approach,Minor,2,0,1,2,182,Bird Strike,61.0,High,Runway Change,10.8
Rain,Approach,None,2,0,0,1,100,Near Collision,73.5,High,Go Around,16.6
Fog,Climb,None,2,1,1,1,122,Engine Failure,80.5,Critical,Priority Landing,23.8
Fog,Climb,Destroyed,2,1,0,1,39,Runway Incursion,100.0,Critical,Priority Landing,26.5
VMC,Taxi,Destroyed,4,0,0,4,38,Cabin Pressure Failure,93.0,Critical,Priority Landing,19.6
IMC,Climb,None,2,0,0,0,231,Cabin Pressure Failure,65.0,High,Emergency Descent,22.5
IMC,Taxi,Substantial,2,0,3,0,157,Fuel Low,90.0,Critical,Priority Landing,23.7
IMC,Cruise,None,4,0,1,1,112,Medical Emergency,43.5,Medium,Continue Monitoring,15.9
Rain,Taxi,None,2,0,0,1,173,Engine Failure,56.5,High,Runway Change,13.2
VMC,Cruise,None,2,0,1,0,187,Near Collision,56.0,High,Go Around,21.1
Storm,Approach,None,2,0,0,1,46,Cabin Pressure Failure,81.5,Critical,Priority Landing,20.6
VMC,Approach,None,2,1,0,1,231,Cabin Pressure Failure,65.5,High,Emergency Descent,12.4
Fog,Cruise,None,4,0,2,0,170,Runway Incursion,52.0,Medium,Continue Monitoring,20.9
IMC,Climb,None,1,0,1,0,91,Cabin Pressure Failure,70.5,High,Emergency Descent,24.9
VMC,Approach,Minor,2,0,0,1,81,Medical Emergency,48.5,Medium,Continue Monitoring,13.7
Rain,Approach,Substantial,2,2,0,2,40,Runway Incursion,100.0,Critical,Priority Landing,19.8
VMC,Climb,Minor,2,0,0,0,78,Landing Gear Issue,46.0,Medium,Continue Monitoring,17.3
Fog,Landing,None,2,0,0,1,97,Runway Incursion,60.5,High,Runway Change,17.3
IMC,Approach,Substantial,4,0,1,2,68,Cabin Pressure Failure,100.0,Critical,Priority Landing,23.7
VMC,Takeoff,None,2,0,0,0,174,Fuel Low,48.0,Medium,Continue Monitoring,11.4
VMC,Taxi,Substantial,2,0,2,2,78,Bird Strike,73.0,High,Runway Change,16.9
Fog,Takeoff,Minor,2,1,0,1,134,Medical Emergency,77.5,High,Runway Change,23.4
VMC,Approach,None,2,0,0,2,148,Runway Incursion,40.0,Medium,Continue Monitoring,12.4
Windy,Cruise,None,2,0,1,0,37,Runway Incursion,47.0,Medium,Continue Monitoring,15.4
Fog,Approach,Substantial,1,1,1,2,58,Bird Strike,100.0,Critical,Priority Landing,27.9
Rain,Landing,Substantial,1,0,0,1,36,Cabin Pressure Failure,100.0,Critical,Priority Landing,22.2
VMC,Landing,Minor,4,0,0,0,178,Near Collision,73.0,High,Go Around,18.9
Rain,Approach,Destroyed,1,0,0,0,180,Near Collision,100.0,Critical,Priority Landing,19.2
Windy,Taxi,Substantial,2,0,0,2,49,Landing Gear Issue,73.0,High,Runway Change,14.0
VMC,Landing,None,2,0,1,0,189,Engine Failure,61.0,High,Runway Change,16.5
VMC,Landing,Minor,1,0,1,1,206,Medical Emergency,59.0,High,Runway Change,11.8
VMC,Cruise,None,2,0,0,2,45,Engine Failure,48.0,Medium,Continue Monitoring,15.0
VMC,Climb,Minor,2,0,0,2,46,Near Collision,71.0,High,Go Around,19.6
Rain,Climb,None,2,1,0,2,202,Cabin Pressure Failure,77.0,High,Emergency Descent,19.9
IMC,Approach,Destroyed,2,0,0,0,90,Medical Emergency,93.0,Critical,Priority Landing,23.8
IMC,Approach,Minor,2,0,0,1,99,Runway Incursion,63.5,High,Runway Change,22.2
VMC,Takeoff,None,2,0,0,2,155,Runway Incursion,43.0,Medium,Continue Monitoring,6.7
VMC,Climb,None,1,0,1,1,35,Fuel Low,49.0,Medium,Continue Monitoring,17.6
VMC,Taxi,None,1,0,0,0,120,Runway Incursion,28.5,Low,Continue Monitoring,13.7
Windy,Landing,Minor,2,0,0,0,96,Landing Gear Issue,67.0,High,Runway Change,16.1
Rain,Landing,Substantial,2,0,0,1,209,Engine Failure,100.0,Critical,Priority Landing,22.0
VMC,Climb,None,4,0,0,1,188,Runway Incursion,32.5,Medium,Continue Monitoring,14.3
Fog,Takeoff,Minor,1,0,0,0,85,Engine Failure,85.5,Critical,Priority Landing,27.0
VMC,Climb,Minor,2,0,0,0,170,Runway Incursion,46.0,Medium,Continue Monitoring,12.9
VMC,Taxi,None,2,0,1,2,112,Near Collision,56.0,High,Go Around,14.3
VMC,Approach,Minor,2,0,0,2,130,Runway Incursion,52.0,Medium,Continue Monitoring,13.0
Storm,Landing,None,2,1,0,0,189,Cabin Pressure Failure,94.0,Critical,Priority Landing,26.0
Rain,Cruise,None,1,0,0,2,84,Fuel Low,55.5,High,Holding Pattern,17.3
Rain,Cruise,None,2,0,0,1,152,Near Collision,66.5,High,Go Around,20.3
VMC,Approach,Substantial,2,0,0,4,116,Fuel Low,81.0,Critical,Priority Landing,17.7
VMC,Taxi,None,2,1,2,1,169,Engine Failure,60.5,High,Runway Change,15.0
Rain,Cruise,None,2,0,0,0,107,Engine Failure,58.0,High,Holding Pattern,16.1
VMC,Approach,Minor,2,0,0,0,235,Runway Incursion,49.0,Medium,Continue Monitoring,11.5
Windy,Taxi,Substantial,2,0,0,3,109,Medical Emergency,72.5,High,Runway Change,16.8
Fog,Cruise,Minor,2,1,1,0,45,Bird Strike,77.0,High,Holding Pattern,24.6
VMC,Taxi,None,2,0,1,1,132,Engine Failure,47.5,Medium,Continue Monitoring,10.2
Rain,Approach,Minor,2,0,0,1,74,Engine Failure,78.5,High,Runway Change,21.3
Storm,Taxi,None,2,0,0,4,124,Runway Incursion,58.0,High,Runway Change,18.2
IMC,Cruise,Minor,2,0,0,0,231,Bird Strike,60.0,High,Holding Pattern,19.0
Rain,Approach,None,2,0,1,1,43,Runway Incursion,55.5,High,Runway Change,16.2
Windy,Climb,None,2,1,0,1,29,Cabin Pressure Failure,75.5,High,Emergency Descent,19.1
VMC,Approach,None,2,0,0,2,86,Bird Strike,45.0,Medium,Continue Monitoring,13.1
Windy,Climb,Minor,2,0,1,2,120,Landing Gear Issue,66.0,High,Holding Pattern,18.8
VMC,Approach,None,2,2,0,2,49,Medical Emergency,56.0,High,Runway Change,14.6
Rain,Landing,None,2,0,0,2,180,Medical Emergency,56.0,High,Runway Change,14.4
Fog,Cruise,Minor,2,0,0,1,158,Near Collision,82.5,Critical,Priority Landing,24.7
Rain,Cruise,Substantial,2,0,0,2,181,Near Collision,98.0,Critical,Priority Landing,24.7
IMC,Climb,None,2,2,0,2,117,Near Collision,90.0,Critical,Priority Landing,31.3
Rain,Landing,Minor,2,0,0,4,234,Cabin Pressure Failure,91.0,Critical,Priority Landing,15.9
VMC,Approach,Minor,2,0,0,0,174,Landing Gear Issue,49.0,Medium,Continue Monitoring,13.0
VMC,Approach,None,2,1,0,0,231,Medical Emergency,44.0,Medium,Continue Monitoring,12.8
VMC,Takeoff,Destroyed,3,1,1,1,40,Bird Strike,100.0,Critical,Priority Landing,19.9
IMC,Takeoff,Substantial,4,1,0,2,173,Bird Strike,97.0,Critical,Priority Landing,22.7
VMC,Takeoff,None,2,0,2,1,99,Bird Strike,54.5,Medium,Continue Monitoring,18.1
VMC,Taxi,None,4,0,1,0,64,Runway Incursion,28.0,Low,Continue Monitoring,8.3
Windy,Taxi,None,4,0,1,1,61,Runway Incursion,42.5,Medium,Continue Monitoring,15.8
VMC,Takeoff,None,2,0,1,0,65,Fuel Low,52.0,Medium,Continue Monitoring,14.4
VMC,Takeoff,Minor,2,1,0,3,41,Engine Failure,80.5,Critical,Priority Landing,18.6
VMC,Landing,Substantial,2,1,1,0,124,Near Collision,100.0,Critical,Priority Landing,23.0
VMC,Approach,Substantial,2,0,0,0,197,Runway Incursion,67.0,High,Runway Change,17.3
Rain,Climb,None,1,1,0,0,126,Engine Failure,72.5,High,Holding Pattern,22.4
VMC,Approach,None,2,2,0,1,50,Bird Strike,61.5,High,Runway Change,15.9
VMC,Climb,None,2,0,0,1,182,Fuel Low,43.5,Medium,Continue Monitoring,15.1
Storm,Climb,Minor,2,0,0,1,60,Medical Emergency,70.5,High,Holding Pattern,24.0
Fog,Cruise,None,2,0,0,0,219,Engine Failure,62.0,High,Holding Pattern,24.9
Rain,Taxi,Substantial,2,0,0,0,104,Cabin Pressure Failure,88.0,Critical,Priority Landing,21.5
Windy,Landing,Substantial,2,0,1,3,20,Medical Emergency,91.5,Critical,Priority Landing,18.5
Windy,Climb,None,2,0,0,2,87,Runway Incursion,50.0,Medium,Continue Monitoring,14.7
VMC,Approach,Minor,2,0,0,4,211,Landing Gear Issue,55.0,High,Runway Change,14.6
Rain,Taxi,Minor,2,1,0,0,231,Engine Failure,76.0,High,Runway Change,16.4
Rain,Taxi,Substantial,2,1,2,0,117,Medical Emergency,85.0,Critical,Priority Landing,18.5
VMC,Landing,Minor,1,0,1,0,247,Runway Incursion,59.5,High,Runway Change,12.8
VMC,Takeoff,None,1,0,1,0,73,Engine Failure,60.5,High,Runway Change,14.4
VMC,Climb,Minor,2,0,1,1,117,Runway Incursion,51.5,Medium,Continue Monitoring,17.1
Rain,Climb,None,2,0,0,3,125,Medical Emergency,49.5,Medium,Continue Monitoring,17.9
Fog,Takeoff,Minor,2,0,1,0,66,Runway Incursion,73.0,High,Runway Change,21.2
Fog,Climb,None,2,0,3,2,108,Cabin Pressure Failure,84.0,Critical,Priority Landing,30.3
VMC,Climb,Minor,4,0,0,1,134,Landing Gear Issue,44.5,Medium,Continue Monitoring,14.9
VMC,Approach,Substantial,2,0,1,2,180,Bird Strike,79.0,High,Runway Change,24.6
IMC,Cruise,None,4,0,0,1,134,Runway Incursion,41.5,Medium,Continue Monitoring,20.5
IMC,Cruise,None,2,0,3,1,43,Cabin Pressure Failure,74.5,High,Emergency Descent,25.4
Windy,Climb,Minor,1,0,0,3,127,Runway Incursion,65.0,High,Holding Pattern,17.7
Windy,Takeoff,None,4,0,1,0,215,Runway Incursion,54.0,Medium,Continue Monitoring,8.1
Windy,Taxi,Minor,4,1,0,1,24,Cabin Pressure Failure,77.5,High,Emergency Descent,17.6
Windy,Approach,Minor,2,0,0,1,249,Medical Emergency,61.5,High,Runway Change,15.4
Storm,Climb,None,2,0,1,2,49,Runway Incursion,66.0,High,Holding Pattern,26.7
IMC,Landing,Substantial,2,0,0,1,22,Cabin Pressure Failure,100.0,Critical,Priority Landing,23.2
VMC,Landing,Minor,2,0,0,0,52,Landing Gear Issue,54.0,Medium,Continue Monitoring,17.5
VMC,Taxi,Minor,2,0,0,1,77,Near Collision,62.5,High,Go Around,14.7
VMC,Takeoff,None,2,0,1,0,100,Near Collision,66.0,High,Go Around,17.3
VMC,Approach,None,2,1,0,0,210,Cabin Pressure Failure,64.0,High,Emergency Descent,10.4
VMC,Taxi,None,1,0,0,2,153,Bird Strike,36.5,Medium,Continue Monitoring,10.8
Storm,Landing,Substantial,1,0,0,4,166,Near Collision,100.0,Critical,Priority Landing,25.3
VMC,Climb,Substantial,2,1,0,0,221,Bird Strike,78.0,High,Holding Pattern,22.4
Storm,Taxi,Substantial,2,0,1,4,50,Cabin Pressure Failure,100.0,Critical,Priority Landing,26.2
Fog,Cruise,None,4,0,0,1,71,Runway Incursion,45.5,Medium,Continue Monitoring,16.9
Rain,Cruise,Minor,2,0,0,2,242,Medical Emergency,56.0,High,Holding Pattern,19.0
Rain,Approach,Substantial,2,1,2,2,197,Landing Gear Issue,100.0,Critical,Priority Landing,23.4
VMC,Landing,Minor,2,0,0,0,33,Bird Strike,59.0,High,Runway Change,15.8
Rain,Takeoff,None,2,0,0,0,72,Bird Strike,58.0,High,Runway Change,16.5
VMC,Approach,Substantial,2,0,2,1,105,Fuel Low,84.5,Critical,Priority Landing,21.4
Windy,Landing,None,2,0,1,1,27,Landing Gear Issue,60.5,High,Runway Change,14.8
VMC,Approach,None,4,1,0,1,154,Cabin Pressure Failure,62.5,High,Emergency Descent,12.5
VMC,Climb,Substantial,4,0,1,1,169,Fuel Low,74.5,High,Holding Pattern,17.6
Rain,Takeoff,Minor,3,0,0,1,97,Landing Gear Issue,65.0,High,Runway Change,18.4
Rain,Approach,None,3,0,0,0,69,Medical Emergency,46.5,Medium,Continue Monitoring,13.8
IMC,Landing,Minor,2,0,0,2,117,Fuel Low,78.0,High,Runway Change,22.2
Rain,Approach,Destroyed,2,0,0,1,231,Landing Gear Issue,96.5,Critical,Priority Landing,20.5
VMC,Taxi,None,2,0,1,0,185,Bird Strike,36.0,Medium,Continue Monitoring,10.5
Rain,Approach,Substantial,2,1,1,4,234,Landing Gear Issue,99.0,Critical,Priority Landing,21.9
VMC,Approach,None,2,0,1,0,147,Engine Failure,56.0,High,Runway Change,13.4
VMC,Takeoff,None,2,1,2,2,44,Cabin Pressure Failure,78.0,High,Emergency Descent,16.6
VMC,Approach,None,1,0,0,1,33,Cabin Pressure Failure,58.0,High,Emergency Descent,18.8
VMC,Climb,Minor,2,0,1,1,64,Landing Gear Issue,51.5,Medium,Continue Monitoring,16.7
VMC,Landing,None,2,0,1,0,139,Landing Gear Issue,46.0,Medium,Continue Monitoring,11.1
IMC,Takeoff,None,1,0,0,1,68,Runway Incursion,56.0,High,Runway Change,15.5
VMC,Taxi,Minor,2,0,0,3,92,Landing Gear Issue,43.5,Medium,Continue Monitoring,10.4
VMC,Climb,Minor,2,0,1,0,229,Runway Incursion,50.0,Medium,Continue Monitoring,17.4
IMC,Cruise,Minor,2,0,1,1,29,Cabin Pressure Failure,78.5,High,Emergency Descent,26.6
VMC,Takeoff,Substantial,1,0,2,2,37,Runway Incursion,82.5,Critical,Priority Landing,18.4
Rain,Climb,None,1,0,1,2,109,Runway Incursion,55.5,High,Holding Pattern,17.1
Windy,Taxi,None,2,0,0,2,192,Medical Emergency,41.0,Medium,Continue Monitoring,10.8
VMC,Climb,Minor,2,0,1,0,209,Landing Gear Issue,50.0,Medium,Continue Monitoring,13.8
Windy,Approach,Minor,3,0,0,2,86,Engine Failure,78.5,High,Runway Change,20.7
VMC,Taxi,None,2,0,2,1,86,Engine Failure,51.5,Medium,Continue Monitoring,14.0
VMC,Approach,None,4,0,1,2,153,Bird Strike,46.0,Medium,Continue Monitoring,17.2
Rain,Takeoff,None,2,0,0,0,219,Cabin Pressure Failure,71.0,High,Emergency Descent,15.3
Fog,Cruise,None,2,0,1,5,60,Engine Failure,73.5,High,Holding Pattern,24.0
Fog,Cruise,Destroyed,4,0,1,0,225,Bird Strike,98.0,Critical,Priority Landing,30.4
VMC,Climb,Minor,1,1,2,2,205,Bird Strike,72.5,High,Holding Pattern,19.6
Fog,Climb,None,2,0,1,1,81,Bird Strike,61.5,High,Holding Pattern,19.3
VMC,Approach,Minor,1,0,0,1,174,Engine Failure,67.0,High,Runway Change,14.2
VMC,Cruise,Minor,2,0,0,1,164,Bird Strike,48.5,Medium,Continue Monitoring,15.9
VMC,Climb,None,2,0,1,0,24,Fuel Low,46.0,Medium,Continue Monitoring,16.0
Storm,Cruise,None,2,0,0,1,112,Runway Incursion,56.5,High,Holding Pattern,21.0
VMC,Cruise,Minor,2,0,0,0,74,Cabin Pressure Failure,60.0,High,Emergency Descent,19.8
Fog,Climb,None,1,1,0,3,35,Fuel Low,74.0,High,Holding Pattern,26.3
Rain,Cruise,Minor,2,0,1,0,127,Bird Strike,64.0,High,Holding Pattern,19.2
Rain,Taxi,Minor,2,0,1,3,181,Cabin Pressure Failure,78.5,High,Emergency Descent,18.2
Rain,Approach,Substantial,2,0,0,2,142,Fuel Low,91.0,Critical,Priority Landing,19.9
Windy,Approach,Destroyed,2,0,0,3,40,Near Collision,100.0,Critical,Priority Landing,23.1
VMC,Taxi,Substantial,4,0,0,2,210,Bird Strike,62.0,High,Runway Change,17.0
VMC,Approach,Minor,1,0,0,1,36,Landing Gear Issue,52.0,Medium,Continue Monitoring,13.5
IMC,Climb,None,2,0,0,0,109,Engine Failure,62.0,High,Holding Pattern,23.1
VMC,Cruise,Minor,2,0,0,2,150,Runway Incursion,45.0,Medium,Continue Monitoring,14.5
VMC,Cruise,Substantial,2,0,1,0,233,Near Collision,86.0,Critical,Priority Landing,19.7
VMC,Cruise,Substantial,2,0,0,0,193,Near Collision,82.0,Critical,Priority Landing,19.8
VMC,Takeoff,Substantial,2,0,0,0,64,Landing Gear Issue,70.0,High,Runway Change,18.1
VMC,Takeoff,None,2,0,1,0,118,Medical Emergency,42.0,Medium,Continue Monitoring,12.5
VMC,Cruise,Minor,3,1,1,0,217,Near Collision,75.5,High,Go Around,23.8
Windy,Taxi,Substantial,2,1,1,1,76,Cabin Pressure Failure,100.0,Critical,Priority Landing,22.1
VMC,Landing,Minor,2,0,0,1,227,Near Collision,77.5,High,Go Around,19.7
Storm,Taxi,Minor,4,0,0,1,142,Cabin Pressure Failure,80.5,Critical,Priority Landing,25.1
Storm,Climb,Minor,4,0,0,0,164,Landing Gear Issue,68.0,High,Holding Pattern,25.2
VMC,Cruise,Minor,4,0,1,1,172,Fuel Low,52.5,Medium,Continue Monitoring,15.2
Rain,Approach,None,2,0,0,1,242,Near Collision,73.5,High,Go Around,16.9
Rain,Cruise,None,4,0,0,2,178,Bird Strike,48.0,Medium,Continue Monitoring,15.9
Rain,Cruise,Substantial,3,0,0,0,114,Engine Failure,86.5,Critical,Priority Landing,20.6
VMC,Cruise,Substantial,2,0,1,2,155,Near Collision,89.0,Critical,Priority Landing,24.0
VMC,Takeoff,Substantial,2,0,2,1,180,Bird Strike,84.5,Critical,Priority Landing,21.3
VMC,Taxi,None,4,0,0,1,157,Engine Failure,40.5,Medium,Continue Monitoring,10.3
Rain,Taxi,None,2,1,0,2,22,Near Collision,74.0,High,Go Around,21.3
Storm,Takeoff,None,2,0,0,2,227,Cabin Pressure Failure,86.0,Critical,Priority Landing,22.9
Rain,Cruise,Substantial,2,0,1,0,83,Near Collision,99.0,Critical,Priority Landing,24.4
Rain,Approach,Minor,2,0,0,1,169,Medical Emergency,61.5,High,Runway Change,14.6
Storm,Landing,Destroyed,2,1,1,3,150,Runway Incursion,100.0,Critical,Priority Landing,24.6
Rain,Taxi,None,2,0,1,1,47,Engine Failure,60.5,High,Runway Change,15.7
VMC,Cruise,Minor,2,0,0,1,221,Bird Strike,48.5,Medium,Continue Monitoring,15.8
Windy,Landing,Substantial,2,0,0,1,39,Medical Emergency,84.5,Critical,Priority Landing,22.5
VMC,Taxi,None,2,0,0,1,239,Landing Gear Issue,28.5,Low,Continue Monitoring,10.3
VMC,Landing,Destroyed,2,0,1,1,232,Near Collision,100.0,Critical,Priority Landing,23.1
IMC,Climb,Minor,3,0,2,3,153,Cabin Pressure Failure,88.0,Critical,Priority Landing,26.4
Windy,Landing,None,2,0,1,1,239,Landing Gear Issue,60.5,High,Runway Change,12.1
VMC,Cruise,None,2,1,0,2,216,Landing Gear Issue,42.0,Medium,Continue Monitoring,14.4
IMC,Takeoff,Substantial,1,0,1,1,226,Engine Failure,100.0,Critical,Priority Landing,24.3
VMC,Landing,Minor,2,0,1,1,203,Cabin Pressure Failure,77.5,High,Emergency Descent,19.9
VMC,Taxi,Substantial,4,0,0,1,233,Landing Gear Issue,55.5,High,Runway Change,13.9
VMC,Cruise,Substantial,2,0,0,3,197,Bird Strike,69.5,High,Holding Pattern,22.8
Rain,Cruise,None,4,0,0,2,222,Bird Strike,48.0,Medium,Continue Monitoring,17.1
Windy,Cruise,Substantial,4,0,0,1,45,Fuel Low,79.5,High,Holding Pattern,23.0
VMC,Takeoff,Substantial,2,0,1,1,118,Landing Gear Issue,75.5,High,Runway Change,18.1
VMC,Taxi,None,2,0,1,1,130,Bird Strike,37.5,Medium,Continue Monitoring,11.2
VMC,Takeoff,Substantial,2,0,0,0,229,Near Collision,92.0,Critical,Priority Landing,21.9
VMC,Approach,None,2,0,0,2,131,Fuel Low,48.0,Medium,Continue Monitoring,14.5
IMC,Takeoff,None,2,0,0,2,121,Near Collision,78.0,High,Go Around,20.6
Rain,Landing,None,2,0,0,0,201,Landing Gear Issue,55.0,High,Runway Change,14.9
Rain,Taxi,Substantial,2,1,0,2,169,Engine Failure,97.0,Critical,Priority Landing,26.7
VMC,Approach,None,2,0,0,0,154,Medical Emergency,35.0,Medium,Continue Monitoring,10.1
IMC,Approach,None,1,1,0,0,230,Cabin Pressure Failure,78.5,High,Emergency Descent,21.6
VMC,Landing,Minor,2,2,0,4,208,Bird Strike,83.0,Critical,Priority Landing,17.6
VMC,Taxi,None,2,1,0,3,183,Near Collision,62.5,High,Go Around,12.4
Windy,Taxi,Substantial,2,0,0,0,239,Fuel Low,78.0,High,Runway Change,20.4
Fog,Climb,Substantial,4,1,0,2,31,Engine Failure,100.0,Critical,Priority Landing,29.1
Windy,Approach,None,2,0,1,1,147,Cabin Pressure Failure,73.5,High,Emergency Descent,17.8
Windy,Landing,None,1,0,0,3,27,Engine Failure,76.0,High,Runway Change,21.4
Rain,Climb,Destroyed,4,0,0,2,202,Bird Strike,97.0,Critical,Priority Landing,29.5
Windy,Landing,None,3,1,0,1,49,Bird Strike,69.0,High,Runway Change,14.6
VMC,Takeoff,None,2,0,2,2,148,Engine Failure,66.0,High,Runway Change,18.0
VMC,Taxi,Destroyed,2,0,0,2,199,Medical Emergency,73.0,High,Runway Change,18.4
VMC,Approach,Substantial,1,0,0,2,163,Runway Incursion,71.5,High,Runway Change,17.7
VMC,Landing,Minor,2,1,0,2,33,Fuel Low,74.0,High,Runway Change,18.3
VMC,Landing,Minor,2,0,1,1,129,Bird Strike,64.5,High,Runway Change,15.6
VMC,Climb,Substantial,2,0,0,2,199,Runway Incursion,67.0,High,Holding Pattern,22.2
Rain,Cruise,Minor,2,0,0,2,240,Landing Gear Issue,58.0,High,Holding Pattern,18.7
Fog,Taxi,Minor,2,0,1,1,226,Fuel Low,69.5,High,Runway Change,21.2
IMC,Takeoff,Substantial,2,0,0,2,208,Engine Failure,100.0,Critical,Priority Landing,28.5
VMC,Landing,Minor,2,0,1,3,90,Runway Incursion,62.5,High,Runway Change,17.0
Rain,Climb,Minor,1,1,1,1,192,Near Collision,97.0,Critical,Priority Landing,25.4
VMC,Approach,None,2,0,2,1,58,Landing Gear Issue,46.5,Medium,Continue Monitoring,13.0
VMC,Approach,Minor,2,0,1,1,95,Near Collision,76.5,High,Go Around,21.3
VMC,Landing,Minor,2,1,0,2,85,Landing Gear Issue,66.0,High,Runway Change,16.9
VMC,Taxi,None,2,0,0,0,131,Bird Strike,32.0,Medium,Continue Monitoring,9.6
VMC,Cruise,None,2,2,0,2,221,Bird Strike,56.0,High,Holding Pattern,15.4
Fog,Climb,Substantial,2,0,0,2,218,Near Collision,100.0,Critical,Priority Landing,28.3
